Power;Pressure;Point1_EtchRateO;Point2_EtchRateO;Point3_EtchRateO;Point4_EtchRateO;Point5_EtchRateO;Point6_EtchRateO;Point7_EtchRateO;Point8_EtchRateO;Point9_EtchRateO;Point10_EtchRateO
516.5;0.036149;0.211;0.209;0.202;0.187;0.166;0.139;0.109;0.0789;0.0534;0.0347
1359.9;0.060771;0.329;0.332;0.327;0.313;0.29;0.252;0.202;0.147;0.0994;0.0643
1684.6;0.024945;0.34;0.343;0.345;0.345;0.342;0.329;0.303;0.264;0.214;0.165
853.1;0.059263;0.234;0.233;0.228;0.215;0.193;0.162;0.126;0.0905;0.0607;0.0393
1172;0.05954;0.302;0.302;0.298;0.284;0.259;0.222;0.176;0.127;0.0857;0.0554
1354;0.025306;0.337;0.34;0.34;0.336;0.327;0.307;0.275;0.231;0.18;0.135
592.1;0.054018;0.181;0.181;0.176;0.164;0.146;0.122;0.0938;0.067;0.0448;0.029
1244.4;0.04983;0.328;0.331;0.327;0.316;0.295;0.261;0.213;0.159;0.11;0.0717
831.9;0.055228;0.241;0.242;0.235;0.222;0.2;0.168;0.131;0.0937;0.0629;0.0406
1259;0.031033;0.336;0.339;0.338;0.333;0.322;0.297;0.258;0.209;0.156;0.111
918.3;0.05859;0.251;0.251;0.246;0.233;0.209;0.177;0.138;0.0989;0.0664;0.0429
855.4;0.024224;0.307;0.307;0.301;0.29;0.271;0.242;0.204;0.162;0.12;0.0855
1936;0.03536;0.355;0.356;0.358;0.358;0.355;0.343;0.317;0.271;0.214;0.157
758.9;0.01111;0.22;0.221;0.215;0.204;0.191;0.171;0.151;0.128;0.107;0.0897
635.5;0.067492;0.157;0.156;0.154;0.146;0.131;0.11;0.0852;0.0611;0.0412;0.027
882.9;0.01329;0.275;0.274;0.27;0.259;0.242;0.219;0.19;0.159;0.129;0.106
1866.6;0.034963;0.354;0.355;0.356;0.357;0.353;0.34;0.313;0.266;0.209;0.153
844.8;0.038906;0.29;0.289;0.283;0.27;0.247;0.213;0.171;0.127;0.0873;0.0574
1364.1;0.015415;0.329;0.329;0.326;0.319;0.309;0.289;0.262;0.225;0.187;0.154
1715.9;0.039482;0.354;0.357;0.358;0.355;0.349;0.331;0.296;0.244;0.183;0.13
1105.8;0.047634;0.315;0.316;0.311;0.298;0.277;0.242;0.196;0.146;0.0995;0.0649
635;0.044766;0.224;0.222;0.215;0.201;0.179;0.149;0.116;0.0838;0.0561;0.0362
981.4;0.050358;0.289;0.29;0.284;0.269;0.246;0.211;0.167;0.122;0.0822;0.0533
1267.1;0.033447;0.337;0.34;0.339;0.333;0.321;0.295;0.255;0.205;0.151;0.106
590.9;0.012397;0.198;0.199;0.193;0.184;0.17;0.151;0.129;0.107;0.087;0.071
1588.5;0.015309;0.335;0.336;0.334;0.328;0.321;0.304;0.28;0.245;0.208;0.174
1334.8;0.069484;0.307;0.307;0.301;0.287;0.262;0.223;0.175;0.126;0.0837;0.0539
1294;0.025774;0.336;0.338;0.338;0.333;0.323;0.302;0.268;0.223;0.173;0.128
1745;0.012619;0.327;0.328;0.327;0.323;0.313;0.298;0.273;0.243;0.212;0.186
1683.5;0.031221;0.344;0.349;0.351;0.35;0.346;0.331;0.302;0.257;0.201;0.148
976.7;0.055774;0.273;0.273;0.267;0.254;0.23;0.195;0.153;0.111;0.0744;0.048
1178.3;0.057047;0.308;0.309;0.304;0.291;0.267;0.23;0.183;0.133;0.0901;0.0583
1628.3;0.011697;0.318;0.317;0.315;0.31;0.299;0.282;0.257;0.228;0.198;0.175
664.8;0.058203;0.188;0.189;0.184;0.173;0.154;0.129;0.0995;0.0712;0.0477;0.0309
664.6;0.064813;0.17;0.17;0.167;0.158;0.141;0.118;0.0916;0.0656;0.0442;0.0288
904.8;0.067319;0.22;0.219;0.215;0.204;0.184;0.154;0.12;0.0858;0.0576;0.0374
1287;0.066208;0.307;0.307;0.301;0.287;0.263;0.224;0.176;0.127;0.0849;0.0548
967.8;0.064646;0.244;0.243;0.238;0.226;0.203;0.171;0.133;0.0954;0.0639;0.0415
937.2;0.044083;0.297;0.296;0.29;0.276;0.253;0.219;0.175;0.129;0.0882;0.0576
1867.5;0.022637;0.34;0.342;0.344;0.345;0.344;0.336;0.313;0.278;0.231;0.186
883.1;0.035171;0.304;0.303;0.298;0.285;0.263;0.23;0.188;0.142;0.0998;0.0664
633;0.047859;0.213;0.211;0.205;0.191;0.17;0.142;0.11;0.0789;0.0529;0.0341
1377.1;0.018569;0.335;0.335;0.334;0.329;0.321;0.302;0.273;0.234;0.191;0.152
1922.2;0.032132;0.349;0.353;0.354;0.354;0.353;0.342;0.317;0.276;0.22;0.165
591.5;0.01101;0.171;0.17;0.166;0.157;0.146;0.132;0.116;0.0985;0.0819;0.0684
1377;0.040941;0.344;0.346;0.345;0.338;0.325;0.298;0.255;0.201;0.144;0.0983
927.7;0.047063;0.288;0.287;0.281;0.267;0.243;0.209;0.166;0.121;0.0821;0.0533
1741.6;0.018821;0.338;0.341;0.342;0.34;0.336;0.324;0.301;0.266;0.224;0.183
786.5;0.016446;0.281;0.28;0.274;0.263;0.244;0.22;0.188;0.152;0.119;0.0923
1163.8;0.067453;0.278;0.278;0.273;0.259;0.235;0.199;0.155;0.111;0.0745;0.0482
1090.1;0.064058;0.273;0.273;0.268;0.254;0.23;0.195;0.152;0.109;0.0732;0.0473
1515.3;0.015307;0.334;0.334;0.331;0.326;0.317;0.3;0.274;0.239;0.201;0.168
811.4;0.011511;0.238;0.239;0.234;0.223;0.208;0.187;0.164;0.139;0.116;0.0968
977.2;0.060086;0.261;0.26;0.255;0.242;0.218;0.184;0.144;0.103;0.0693;0.0448
700.7;0.018841;0.275;0.273;0.267;0.254;0.235;0.209;0.175;0.139;0.105;0.0786
1356.5;0.066008;0.32;0.321;0.315;0.301;0.276;0.237;0.187;0.135;0.0904;0.0583
754.7;0.016427;0.276;0.275;0.268;0.257;0.238;0.213;0.181;0.147;0.115;0.0886
721.5;0.062657;0.19;0.189;0.186;0.175;0.157;0.131;0.102;0.0729;0.049;0.0319
1214.1;0.03438;0.335;0.337;0.335;0.329;0.315;0.287;0.246;0.195;0.143;0.0985
1862.2;0.018349;0.339;0.34;0.342;0.342;0.338;0.328;0.307;0.274;0.233;0.193
1328.3;0.057804;0.329;0.331;0.327;0.315;0.291;0.254;0.205;0.15;0.102;0.0662
549.4;0.017975;0.234;0.231;0.224;0.213;0.194;0.17;0.14;0.11;0.0828;0.0618
580.8;0.039292;0.224;0.221;0.214;0.2;0.178;0.149;0.116;0.084;0.0566;0.0368
1177.1;0.067401;0.281;0.281;0.276;0.262;0.238;0.202;0.157;0.113;0.0755;0.0488
1074;0.06654;0.261;0.262;0.256;0.243;0.22;0.186;0.145;0.104;0.0693;0.0449
1684.5;0.029323;0.345;0.347;0.349;0.349;0.345;0.331;0.303;0.26;0.205;0.154
1046.4;0.065441;0.259;0.259;0.254;0.24;0.217;0.184;0.143;0.102;0.0686;0.0444
1298.5;0.047606;0.335;0.338;0.336;0.325;0.307;0.274;0.227;0.172;0.12;0.0791
993;0.012873;0.285;0.285;0.28;0.271;0.255;0.232;0.203;0.172;0.142;0.118
614;0.065447;0.157;0.156;0.153;0.145;0.13;0.109;0.0844;0.0605;0.0408;0.0267
1380.5;0.034975;0.343;0.344;0.344;0.34;0.329;0.306;0.267;0.216;0.16;0.112
1120.8;0.029318;0.332;0.331;0.33;0.323;0.307;0.281;0.242;0.194;0.144;0.102
963.7;0.017447;0.309;0.308;0.303;0.294;0.278;0.254;0.219;0.181;0.143;0.111
895.8;0.054902;0.257;0.258;0.252;0.238;0.215;0.181;0.142;0.102;0.0686;0.0442
1638.1;0.02906;0.345;0.346;0.348;0.348;0.343;0.329;0.3;0.256;0.201;0.151
1992.8;0.011772;0.328;0.329;0.327;0.324;0.315;0.302;0.279;0.252;0.223;0.202
779.9;0.053783;0.233;0.233;0.227;0.213;0.191;0.161;0.125;0.0895;0.06;0.0387
793.7;0.040869;0.275;0.274;0.268;0.253;0.23;0.196;0.156;0.115;0.078;0.0509
1136.3;0.069546;0.265;0.265;0.26;0.247;0.223;0.189;0.147;0.105;0.0703;0.0454
1593.3;0.034272;0.348;0.35;0.35;0.349;0.343;0.324;0.291;0.242;0.185;0.132
1247.5;0.024287;0.334;0.337;0.335;0.33;0.319;0.298;0.263;0.219;0.17;0.127
1713.5;0.018219;0.339;0.34;0.34;0.339;0.335;0.322;0.298;0.263;0.221;0.182
1034.8;0.03598;0.322;0.321;0.318;0.308;0.289;0.257;0.214;0.164;0.117;0.0786
609.9;0.060414;0.168;0.168;0.164;0.154;0.138;0.115;0.0889;0.0636;0.0427;0.0278
1386.5;0.051016;0.341;0.345;0.341;0.332;0.313;0.28;0.231;0.175;0.121;0.0799
1865.3;0.028224;0.346;0.348;0.349;0.35;0.349;0.339;0.316;0.276;0.223;0.171
790.6;0.032329;0.291;0.292;0.285;0.272;0.249;0.216;0.176;0.134;0.0939;0.0629
1148.6;0.020683;0.327;0.33;0.327;0.32;0.306;0.283;0.251;0.209;0.164;0.125
1623.7;0.031525;0.344;0.349;0.35;0.349;0.344;0.327;0.296;0.251;0.195;0.143
558.8;0.025345;0.246;0.244;0.236;0.221;0.2;0.172;0.139;0.105;0.0747;0.0513
1919.5;0.033047;0.35;0.353;0.355;0.355;0.353;0.342;0.317;0.274;0.217;0.162
1645.5;0.021773;0.338;0.341;0.342;0.342;0.337;0.325;0.299;0.261;0.214;0.169
1338.2;0.036857;0.341;0.343;0.342;0.338;0.325;0.299;0.258;0.206;0.15;0.104
775.8;0.014956;0.272;0.271;0.265;0.253;0.236;0.211;0.181;0.148;0.118;0.0929
1246.9;0.025679;0.335;0.337;0.336;0.331;0.32;0.297;0.263;0.217;0.167;0.123
1276.8;0.038356;0.338;0.339;0.339;0.332;0.318;0.289;0.247;0.193;0.14;0.0955
1991.4;0.035966;0.356;0.358;0.36;0.359;0.357;0.346;0.32;0.274;0.217;0.16
1782.3;0.011227;0.319;0.32;0.317;0.311;0.301;0.285;0.262;0.235;0.207;0.186
1943.6;0.019509;0.337;0.343;0.343;0.343;0.342;0.332;0.313;0.281;0.239;0.197
1105.3;0.045099;0.32;0.32;0.316;0.303;0.283;0.248;0.203;0.152;0.105;0.0685
1902.5;0.020872;0.336;0.342;0.343;0.344;0.342;0.333;0.313;0.279;0.236;0.191
1219.2;0.030957;0.335;0.338;0.336;0.331;0.318;0.292;0.253;0.204;0.152;0.107
847.7;0.04763;0.269;0.269;0.262;0.247;0.224;0.19;0.15;0.109;0.0731;0.0474
1094.4;0.040716;0.322;0.323;0.32;0.309;0.29;0.257;0.213;0.161;0.113;0.0752
1337.8;0.016137;0.327;0.329;0.327;0.32;0.309;0.291;0.262;0.225;0.186;0.151
1993.2;0.01924;0.337;0.342;0.343;0.343;0.342;0.333;0.315;0.283;0.242;0.201
1302.6;0.069545;0.301;0.301;0.295;0.281;0.256;0.218;0.17;0.122;0.0814;0.0525
1945.8;0.038186;0.357;0.36;0.363;0.361;0.358;0.344;0.315;0.267;0.207;0.151
673.4;0.037848;0.255;0.252;0.245;0.231;0.207;0.175;0.139;0.101;0.0691;0.045
577.2;0.046624;0.2;0.199;0.192;0.179;0.159;0.132;0.102;0.0732;0.0489;0.0316
956.5;0.067581;0.231;0.231;0.226;0.214;0.193;0.163;0.126;0.0904;0.0606;0.0394
1370.3;0.026917;0.339;0.339;0.341;0.338;0.329;0.309;0.276;0.231;0.178;0.132
1296.4;0.065991;0.309;0.31;0.304;0.29;0.265;0.227;0.178;0.128;0.0859;0.0554
1851.8;0.025309;0.341;0.343;0.347;0.348;0.346;0.337;0.314;0.276;0.227;0.178
1310.8;0.056931;0.327;0.329;0.326;0.314;0.29;0.254;0.204;0.15;0.102;0.0663
1148;0.028484;0.333;0.333;0.332;0.325;0.311;0.286;0.247;0.2;0.149;0.106
1314;0.026272;0.337;0.338;0.339;0.335;0.325;0.305;0.271;0.225;0.174;0.128
1568.6;0.018797;0.337;0.339;0.339;0.337;0.33;0.315;0.29;0.253;0.209;0.169
525;0.068999;0.13;0.129;0.127;0.12;0.108;0.0909;0.0705;0.0507;0.0343;0.0226
1701.4;0.013766;0.331;0.333;0.332;0.327;0.319;0.302;0.278;0.248;0.213;0.183
713.8;0.054817;0.212;0.212;0.206;0.194;0.173;0.145;0.112;0.0803;0.0537;0.0347
1217.7;0.028185;0.336;0.336;0.336;0.33;0.318;0.294;0.257;0.21;0.158;0.114
885.3;0.051186;0.267;0.267;0.261;0.246;0.223;0.189;0.148;0.107;0.0721;0.0465
1053.6;0.048676;0.305;0.306;0.301;0.287;0.265;0.229;0.184;0.136;0.0923;0.0599
1492.6;0.017113;0.334;0.335;0.334;0.331;0.323;0.307;0.278;0.242;0.201;0.165
754.4;0.036138;0.279;0.277;0.27;0.255;0.232;0.199;0.16;0.119;0.0818;0.0537
918.2;0.026814;0.315;0.315;0.31;0.299;0.28;0.251;0.212;0.168;0.123;0.0866
797.3;0.017794;0.289;0.287;0.282;0.27;0.252;0.227;0.192;0.156;0.12;0.0917
792.6;0.042646;0.271;0.27;0.263;0.248;0.225;0.191;0.151;0.111;0.0751;0.0488
990.3;0.029864;0.322;0.321;0.318;0.309;0.29;0.261;0.22;0.173;0.126;0.0872
1820.5;0.013858;0.334;0.336;0.335;0.331;0.324;0.309;0.286;0.256;0.222;0.193
1206.7;0.015253;0.322;0.32;0.317;0.308;0.295;0.274;0.245;0.208;0.171;0.14
1106;0.034569;0.328;0.329;0.327;0.318;0.302;0.271;0.229;0.179;0.129;0.088
768.8;0.053898;0.23;0.23;0.224;0.21;0.189;0.158;0.123;0.0881;0.0589;0.038
1111.2;0.034495;0.329;0.33;0.327;0.319;0.302;0.272;0.23;0.18;0.13;0.0887
1423;0.03595;0.345;0.346;0.346;0.343;0.332;0.309;0.271;0.219;0.162;0.114
1064.9;0.023036;0.326;0.327;0.323;0.316;0.301;0.276;0.239;0.196;0.15;0.111
1677.3;0.034633;0.35;0.352;0.353;0.352;0.346;0.33;0.298;0.25;0.192;0.139
1197.4;0.065081;0.292;0.293;0.287;0.273;0.249;0.212;0.166;0.119;0.0798;0.0516
1847.7;0.032995;0.349;0.353;0.354;0.354;0.352;0.339;0.312;0.268;0.211;0.157
1143.9;0.03133;0.331;0.334;0.331;0.324;0.31;0.282;0.242;0.193;0.142;0.0991
1001.5;0.020046;0.318;0.318;0.315;0.305;0.289;0.263;0.23;0.189;0.147;0.111
1395;0.04459;0.345;0.346;0.345;0.338;0.323;0.294;0.249;0.193;0.137;0.092
1066.2;0.066786;0.259;0.259;0.254;0.24;0.217;0.184;0.143;0.102;0.0685;0.0444
1931.2;0.022497;0.34;0.342;0.344;0.346;0.345;0.338;0.316;0.282;0.236;0.191
1314.2;0.04678;0.337;0.339;0.338;0.328;0.311;0.278;0.232;0.177;0.123;0.0816
1310.2;0.05229;0.333;0.336;0.331;0.321;0.3;0.265;0.216;0.162;0.111;0.0727
966.7;0.061229;0.254;0.254;0.249;0.236;0.212;0.179;0.14;0.1;0.0673;0.0435
606.9;0.039488;0.231;0.229;0.222;0.207;0.185;0.155;0.121;0.0878;0.0592;0.0385
773;0.061743;0.206;0.205;0.201;0.19;0.17;0.142;0.11;0.079;0.053;0.0344
639.5;0.050991;0.204;0.204;0.198;0.185;0.164;0.137;0.106;0.0759;0.0506;0.0328
1195.2;0.017318;0.324;0.325;0.322;0.316;0.303;0.282;0.25;0.212;0.171;0.136
514;0.066303;0.132;0.131;0.129;0.122;0.11;0.0916;0.071;0.051;0.0344;0.0226
1872.5;0.010415;0.314;0.315;0.312;0.304;0.295;0.279;0.259;0.234;0.209;0.189
1464.1;0.019751;0.335;0.339;0.338;0.335;0.327;0.31;0.283;0.244;0.199;0.158
502.1;0.047885;0.173;0.171;0.166;0.154;0.136;0.112;0.0866;0.0621;0.0414;0.0268
545.6;0.022358;0.241;0.239;0.231;0.217;0.197;0.171;0.14;0.107;0.0775;0.0544
812.7;0.050898;0.251;0.251;0.244;0.229;0.207;0.174;0.136;0.0982;0.0658;0.0424
1182.4;0.043021;0.331;0.331;0.328;0.318;0.299;0.266;0.221;0.168;0.118;0.0781
690.9;0.056976;0.199;0.199;0.194;0.182;0.163;0.136;0.105;0.0752;0.0504;0.0326
513;0.026252;0.23;0.228;0.22;0.206;0.185;0.157;0.126;0.095;0.0667;0.0453
1590.6;0.024968;0.34;0.342;0.344;0.343;0.339;0.324;0.297;0.255;0.205;0.157
1031.2;0.066128;0.253;0.253;0.248;0.235;0.212;0.179;0.139;0.0998;0.0668;0.0433
1670.7;0.018997;0.337;0.341;0.341;0.339;0.334;0.321;0.297;0.261;0.218;0.177
1155;0.023392;0.33;0.332;0.329;0.324;0.311;0.288;0.252;0.208;0.161;0.12
1154.8;0.04417;0.327;0.326;0.323;0.312;0.293;0.259;0.213;0.161;0.112;0.0739
573.8;0.050128;0.188;0.187;0.181;0.169;0.15;0.125;0.0962;0.0686;0.0459;0.0297
574.4;0.027147;0.248;0.247;0.239;0.224;0.202;0.173;0.14;0.105;0.074;0.0502
636.7;0.041457;0.233;0.232;0.225;0.211;0.188;0.158;0.123;0.0892;0.06;0.0389
1391.1;0.02322;0.337;0.339;0.339;0.337;0.328;0.31;0.279;0.236;0.188;0.143
861.6;0.043937;0.283;0.281;0.275;0.261;0.237;0.203;0.162;0.118;0.0804;0.0523
1762.1;0.031887;0.346;0.351;0.352;0.352;0.349;0.335;0.307;0.263;0.207;0.153
1785.8;0.039407;0.356;0.359;0.361;0.358;0.352;0.336;0.302;0.251;0.19;0.135
1945.4;0.036361;0.356;0.358;0.359;0.359;0.356;0.344;0.317;0.27;0.212;0.156
1233.3;0.066061;0.297;0.297;0.291;0.277;0.253;0.215;0.169;0.121;0.0812;0.0524
830.5;0.066698;0.205;0.204;0.2;0.189;0.17;0.143;0.111;0.0794;0.0533;0.0347
839.3;0.060935;0.225;0.224;0.22;0.207;0.186;0.156;0.121;0.0869;0.0583;0.0377
1305.2;0.01609;0.326;0.328;0.325;0.318;0.306;0.288;0.258;0.221;0.182;0.148
1021.4;0.027254;0.325;0.324;0.321;0.312;0.296;0.268;0.229;0.183;0.136;0.0964
1191.8;0.041638;0.332;0.332;0.33;0.32;0.303;0.271;0.226;0.173;0.122;0.0815
1459;0.016179;0.331;0.333;0.331;0.326;0.317;0.3;0.273;0.237;0.198;0.162
1876;0.037088;0.354;0.357;0.359;0.358;0.355;0.341;0.311;0.263;0.204;0.149
742.4;0.028115;0.289;0.287;0.28;0.266;0.245;0.214;0.176;0.135;0.0958;0.0656
1366.6;0.031517;0.339;0.343;0.343;0.34;0.33;0.307;0.271;0.222;0.168;0.12
1149.9;0.046676;0.322;0.323;0.319;0.307;0.287;0.252;0.206;0.154;0.106;0.0695
1089.6;0.061233;0.281;0.282;0.276;0.262;0.238;0.202;0.159;0.114;0.0766;0.0495
768.5;0.042791;0.265;0.264;0.257;0.242;0.218;0.185;0.146;0.107;0.0723;0.0469
1436;0.028957;0.342;0.343;0.344;0.342;0.334;0.315;0.282;0.235;0.181;0.133
991.9;0.014673;0.301;0.3;0.295;0.284;0.269;0.245;0.214;0.18;0.146;0.118
1704.4;0.010702;0.31;0.312;0.309;0.301;0.291;0.273;0.252;0.226;0.199;0.178
1971.5;0.038868;0.359;0.362;0.364;0.362;0.359;0.346;0.317;0.268;0.208;0.151
690.6;0.012783;0.232;0.231;0.225;0.216;0.2;0.178;0.152;0.126;0.102;0.0839
848.4;0.04303;0.282;0.281;0.275;0.26;0.237;0.203;0.161;0.118;0.0805;0.0524
535.4;0.030569;0.231;0.228;0.221;0.206;0.184;0.156;0.124;0.0918;0.0632;0.0419
1411.1;0.011213;0.301;0.303;0.299;0.291;0.278;0.259;0.234;0.207;0.179;0.156
666.2;0.048675;0.22;0.218;0.212;0.198;0.177;0.148;0.115;0.0823;0.0551;0.0355
1111.2;0.042976;0.324;0.323;0.319;0.308;0.288;0.255;0.209;0.158;0.11;0.0726
1826.1;0.034894;0.353;0.354;0.356;0.356;0.351;0.338;0.31;0.263;0.205;0.15
1322.2;0.058281;0.327;0.329;0.325;0.313;0.289;0.252;0.203;0.148;0.101;0.0653
1053.5;0.019515;0.321;0.322;0.318;0.309;0.295;0.27;0.237;0.196;0.154;0.117
812.5;0.055131;0.237;0.237;0.231;0.217;0.195;0.164;0.128;0.0916;0.0614;0.0396
1161.4;0.039243;0.33;0.331;0.329;0.32;0.303;0.271;0.227;0.175;0.124;0.0836
1934.3;0.03522;0.355;0.356;0.358;0.358;0.355;0.343;0.317;0.271;0.214;0.158
686;0.050874;0.218;0.217;0.211;0.197;0.176;0.147;0.114;0.0819;0.0546;0.0353
1206.1;0.06966;0.28;0.28;0.275;0.261;0.237;0.201;0.156;0.112;0.0747;0.0482
565.1;0.069888;0.137;0.136;0.134;0.127;0.114;0.0963;0.0747;0.0537;0.0362;0.0239
924.9;0.058629;0.253;0.252;0.247;0.234;0.211;0.178;0.139;0.0996;0.0668;0.0432
700.7;0.023636;0.283;0.28;0.273;0.26;0.239;0.21;0.174;0.135;0.0984;0.0695
1416.3;0.02448;0.338;0.341;0.341;0.338;0.331;0.312;0.281;0.238;0.189;0.143
1850;0.036302;0.354;0.356;0.358;0.357;0.353;0.34;0.31;0.262;0.204;0.148
790.2;0.047358;0.257;0.256;0.249;0.234;0.211;0.178;0.14;0.101;0.068;0.044
1019.4;0.049189;0.299;0.3;0.294;0.28;0.257;0.221;0.177;0.13;0.0879;0.057
1127.9;0.065181;0.278;0.278;0.272;0.259;0.234;0.199;0.155;0.111;0.0746;0.0483
733.6;0.046429;0.246;0.244;0.237;0.223;0.2;0.168;0.131;0.0948;0.0637;0.0412
1728.5;0.013418;0.329;0.333;0.331;0.326;0.318;0.302;0.278;0.248;0.214;0.185
1437.4;0.034917;0.345;0.346;0.346;0.343;0.334;0.311;0.274;0.223;0.167;0.117
1607.8;0.038381;0.35;0.353;0.354;0.351;0.344;0.324;0.287;0.234;0.175;0.124
1707.7;0.026976;0.344;0.344;0.347;0.347;0.344;0.332;0.306;0.264;0.212;0.162
600.8;0.026271;0.256;0.256;0.247;0.233;0.211;0.182;0.147;0.112;0.0793;0.0543
1246.4;0.042122;0.337;0.337;0.335;0.326;0.309;0.278;0.233;0.18;0.127;0.085
1632.7;0.031548;0.344;0.349;0.35;0.349;0.345;0.328;0.297;0.251;0.195;0.143
1746.7;0.015455;0.337;0.338;0.337;0.333;0.328;0.314;0.291;0.258;0.221;0.187
734.8;0.027206;0.288;0.287;0.28;0.266;0.244;0.213;0.176;0.135;0.0966;0.0665
1186;0.039508;0.331;0.333;0.331;0.322;0.305;0.275;0.23;0.178;0.126;0.0852
1898.3;0.035277;0.354;0.356;0.357;0.357;0.354;0.342;0.314;0.268;0.211;0.155
1843.1;0.033755;0.351;0.354;0.354;0.355;0.352;0.339;0.312;0.266;0.209;0.154
1373.8;0.018923;0.334;0.335;0.335;0.33;0.321;0.302;0.273;0.234;0.191;0.151
1374.1;0.063076;0.328;0.33;0.324;0.311;0.287;0.248;0.198;0.144;0.0966;0.0624
1782.4;0.031279;0.346;0.351;0.352;0.352;0.35;0.336;0.309;0.266;0.21;0.156
552.3;0.04494;0.197;0.196;0.19;0.176;0.156;0.13;0.1;0.072;0.0481;0.031
1111.6;0.047782;0.315;0.316;0.312;0.299;0.278;0.243;0.196;0.146;0.0998;0.0651
554.6;0.046283;0.194;0.193;0.186;0.173;0.153;0.127;0.0984;0.0707;0.0472;0.0304
732.2;0.053286;0.222;0.222;0.216;0.202;0.181;0.152;0.118;0.0845;0.0565;0.0364
715.9;0.03475;0.272;0.272;0.264;0.249;0.226;0.193;0.155;0.115;0.0794;0.0524
1408.9;0.021135;0.335;0.339;0.338;0.335;0.326;0.309;0.279;0.239;0.193;0.149
881.7;0.011434;0.25;0.251;0.245;0.235;0.219;0.199;0.174;0.149;0.124;0.105
986.2;0.034351;0.318;0.318;0.314;0.303;0.284;0.251;0.209;0.161;0.115;0.0774
1102.7;0.061956;0.282;0.283;0.277;0.263;0.238;0.203;0.159;0.114;0.0767;0.0496
1109.6;0.062492;0.282;0.282;0.277;0.263;0.238;0.203;0.159;0.114;0.0765;0.0495
1079.3;0.058371;0.287;0.287;0.282;0.269;0.244;0.208;0.164;0.118;0.0796;0.0515
750.3;0.051383;0.233;0.233;0.227;0.212;0.191;0.16;0.124;0.0894;0.0598;0.0386
782.1;0.050738;0.244;0.244;0.237;0.222;0.2;0.168;0.131;0.0945;0.0632;0.0408
641.9;0.058745;0.18;0.181;0.176;0.166;0.148;0.124;0.0955;0.0683;0.0458;0.0297
984.8;0.017836;0.312;0.311;0.307;0.298;0.282;0.258;0.224;0.185;0.145;0.113
1654.4;0.020183;0.336;0.342;0.342;0.341;0.335;0.322;0.298;0.261;0.217;0.173
851.2;0.052102;0.256;0.256;0.25;0.235;0.212;0.179;0.14;0.101;0.0679;0.0438
1610.5;0.031091;0.343;0.348;0.349;0.348;0.343;0.326;0.296;0.25;0.194;0.143
1742;0.025462;0.341;0.343;0.346;0.347;0.343;0.332;0.308;0.268;0.218;0.169
940.1;0.062009;0.246;0.245;0.24;0.227;0.205;0.173;0.134;0.0962;0.0646;0.0418
964.1;0.067065;0.235;0.234;0.229;0.217;0.196;0.165;0.128;0.0918;0.0615;0.0399
1284.5;0.037331;0.339;0.34;0.339;0.333;0.319;0.292;0.25;0.197;0.143;0.0983
987.9;0.029572;0.322;0.32;0.318;0.308;0.29;0.261;0.22;0.173;0.126;0.0877
1747.8;0.019466;0.337;0.342;0.342;0.341;0.337;0.325;0.303;0.268;0.224;0.182
1335.5;0.058377;0.329;0.331;0.327;0.315;0.291;0.254;0.205;0.15;0.102;0.0659
894.4;0.051274;0.269;0.269;0.263;0.248;0.225;0.191;0.15;0.108;0.0728;0.047
1520.8;0.023428;0.339;0.341;0.342;0.341;0.335;0.32;0.29;0.249;0.201;0.155
850.5;0.030011;0.305;0.303;0.299;0.287;0.265;0.234;0.194;0.149;0.107;0.0729
1184.6;0.013013;0.305;0.305;0.302;0.293;0.279;0.257;0.228;0.196;0.164;0.138
1076.9;0.019968;0.323;0.324;0.321;0.312;0.298;0.273;0.24;0.2;0.156;0.119
1307.9;0.033534;0.339;0.341;0.341;0.336;0.325;0.299;0.26;0.21;0.156;0.109
1970.7;0.029751;0.347;0.35;0.352;0.353;0.353;0.343;0.321;0.282;0.229;0.175
852.2;0.059477;0.233;0.232;0.227;0.215;0.193;0.162;0.126;0.0901;0.0605;0.0391
1292.8;0.024531;0.335;0.338;0.337;0.333;0.323;0.302;0.269;0.224;0.175;0.131
577.2;0.064442;0.15;0.15;0.147;0.139;0.124;0.104;0.0805;0.0578;0.0389;0.0254
1635.3;0.027489;0.344;0.345;0.347;0.346;0.342;0.328;0.3;0.257;0.204;0.154
1982.4;0.011919;0.329;0.33;0.327;0.325;0.316;0.303;0.28;0.253;0.224;0.201
1114.3;0.069313;0.261;0.261;0.256;0.243;0.22;0.186;0.144;0.103;0.0691;0.0447
500.5;0.048958;0.169;0.168;0.162;0.151;0.133;0.11;0.085;0.0608;0.0406;0.0263
1311.3;0.03272;0.338;0.341;0.341;0.336;0.325;0.301;0.262;0.212;0.158;0.112
811.6;0.053876;0.241;0.241;0.235;0.221;0.199;0.167;0.13;0.0933;0.0625;0.0404
828.9;0.065198;0.209;0.208;0.204;0.193;0.173;0.146;0.113;0.0809;0.0543;0.0353
988.7;0.039722;0.311;0.312;0.307;0.295;0.274;0.24;0.196;0.148;0.103;0.0681
643.9;0.020848;0.266;0.265;0.258;0.244;0.224;0.196;0.164;0.128;0.0947;0.0683
1621.3;0.038405;0.35;0.353;0.355;0.351;0.345;0.325;0.288;0.236;0.177;0.125
